title,date,star,text
Orange bank... Passez votre chemin,2021-03-01T14:16:56+00:00,1,"Depuis maintenant février 2020 j'essaye de résilier mon compte sans succès. Le 25 février 2020 lorsque j'ai fait ma demande de résiliation (après plusieurs mois de non utilisation de mon compte) mon compte était à 0€ . Le 18 mars 2020 (soit 3 semaines après) j'ai reçu une réponse que ma demande de résiliation était rejetée car entre ma demande du 25/02 et leur réponse du 18/03 il y a eu 3,39€ de frais pour non utilisation du compte...Et depuis chaque mois des frais se sont ajoutés... Et puis des appels de EFFICO (agence de recouvrement) pour me demander de rembourser ces sommes qui s'accumulaient... (encore ce matin le 01/03/2021) alors que je ne faisais aucune dépense sur ce compte !Le 02/02/2021 j'ai envoyé ma 5eme demande de résiliation de mon compte... Nous somme le 01/03/2021 toujours pas de réponse...C'est très simple Orange bank c'est zéro service client, c'est un robot sur le tchat et des conseillers disponibles uniquement par tchat...Orange bank c'est une carte bancaire et c'est tout...Et puis a priori on est client à vie... donc ne faite pas la même erreur que moi ne devenez pas client... Mon conseil... Passez votre cheminPs : comble du comble j'ai reçu une nouvelle carte bancaire il y a 1 mois alors que j'ai demandé 5 fois à résilier mon compte et n'utilise plus le service depuis 1 an..."
Pas d'utilité,2021-03-01T14:06:24+00:00,1,"Ne m'a personnellement pas été utile du tout, je ne recommanderais pas."
Apres un début laborieux totalement…,2021-03-01T12:57:02+00:00,5,"Apres un début laborieux totalement satisfait. J'aime bien le solde instantané, et la créditation du compte rapide."
Très simple d'utilisation,2021-03-01T12:45:34+00:00,5,Date de l'expérience:1 mars 2021
Très bonne application tout est très…,2021-03-01T09:31:21+00:00,5,Très bonne application tout est très claire facile d utilisation tout est parfait
Experience orange bank,2021-03-01T08:45:01+00:00,4,"Rapidité, transparence, simplicité"
Je suis très déçu d'Orange Bank,2021-03-01T08:33:16+00:00,1,"Je suis très déçu d'Orange Bank, Service client uniquement par Echat avec un robot qui n'y comprend rien... 45min d'attente après 3 tentative pour avoir enfin quelqu'un.Et comble un rejet de prélèvement pour un découvert de 2,54€ alors que j'alimente régulièrement par virement automatique tous les mois mon compte et 20€ de frais je trouve ces pratiques scandaleuses."
Application fonctionnelle et pratique,2021-03-01T07:07:31+00:00,5,Application fonctionnelle et pratique. Pas de souci particulier.
Simple rapide et efficace,2021-02-28T10:18:21+00:00,5,Date de l'expérience:28 février 2021
Depuis bientôt 2 ans,2021-02-28T10:02:19+00:00,5,"Depuis bientôt 2 ans , suis satisfaite et je suis passée de Visa à Premium avec plaisir."
je suis déçu du système d'orange bank…,2021-02-28T09:57:42+00:00,2,je suis déçu du système d'orange bank et de son acharnement à me réclamer une somme indue.
C'est véritablement une nouvelle façon…,2021-02-28T07:48:05+00:00,5,"C'est véritablement une nouvelle façon de gérer son argent avec des informations en direct au moment de la dépense (dépense, solde, etc ...), une équipe très disponible en ligne, un système de reconnaissance vocale au point pour bénéficier d'informations. Je ne peux que conseiller cette banque qui nous donne entière satisfaction. Un seul regret : ""Pas encore de compte joint avec les mêmes services""."
Hyper simple et intuitif,2021-02-27T13:42:12+00:00,5,"Hyper simple et intuitif, tous les services dont a besoin sont faciles d'accès. J'ai même fait une demande de crédit en ligne avec mon Smartphone, sans aucun papier. Rapidd et efficace."
Amélioration des services,2021-02-27T10:56:13+00:00,3,"Bonjour, je souhaiterais que de nouvelles fonctionnalités soient disponibles : Ajouter, Modifier et Supprimer un compte bancaire"
Très bonne compréhension pour ouvrir le…,2021-02-27T10:48:58+00:00,4,Très bonne compréhension pour ouvrir le compte et quand on appelle Orange les conseillers sont très sympathiques
Magalie qui a pris mon dossier en…,2021-02-26T18:03:40+00:00,5,Magalie qui a pris mon dossier en charge a été parfaite
Je m’en sers régulièrement mais dommage…,2021-02-25T20:53:59+00:00,4,Je m’en sers régulièrement mais dommage que le service clients est très très limité !
Changement de carte Bancaire.,2021-02-25T17:48:29+00:00,3,"Bonsoir.Comme je l'ai déjà expliqué à Bank Orange, gros souci à la réception de notre nouvelle carte. Nous ne savions pas, et on ne nous l'a pas dit, mais le code carte est changé.Impossible d'utiliser la nouvelle carte, les explications du papier qui accompagne la carte sont très floues.De plus, impossible d'avoir un interlocuteur au téléphone, alors on ne sait plus quoi faire.Nous étions à deux doigts de résilier notre contrat.Cordialement."
Je l'utilise depuis 3 ans maintenant,2021-02-25T11:26:24+00:00,5,"Je l'utilise depuis 3 ans maintenant, je recommande fortement. C'est très pratique, pas de frais et en plus on a un RIB français"
pratique dans le quotidien,2021-02-25T11:02:47+00:00,5,"une banque très pratique dans la vie quotidienne : paiement via mobile dans les magasins, réglements par sms entre particuliers"
Je ne met pas la note maximale pour le…,2021-02-25T10:41:22+00:00,4,"Je ne met pas la note maximale pour le fait qu'il n'y a pas de numéro pour les clients afin de pouvoir être mis en relation avec un conseiller, ou si un numéro existe il n'est pas suffisamment visible. Sinon très bonne réactivité des services Oranges pour l'ouverture de compte c'est simple et rapide.Bien a vous."
Banque avec des services et un service…,2021-02-25T10:26:12+00:00,5,Banque avec des services et un service client au top...
Bonne banque,2021-02-25T09:41:17+00:00,5,Avis favorable pour cette banque
Banque pratique,2021-02-25T09:41:01+00:00,4,Très bonne banque je m'en sers souvent par contre la nouvelle cb est clairement moche
SAV INEXISTANT,2021-02-25T08:50:21+00:00,1,Depuis plus d'un mois impossible d'ouvrir l'application de se connecter via mon interface web et personne pour vous aider on vous envoie un mail après 5 jours vous disant de supprimer l'application d'éteindre le téléphone et la retéléchargée mais rien n'y fait et personne ne vous contacte ni ne répond au téléphone !!!!!!!le lien de votre réponse ne fonctionne pas et votre aide virtuelle n'est même pas capable de répondre à la question mon application ne fonctionne pas une fois de plus quel SAV
Fonctionnent sans contact,2021-02-25T07:50:41+00:00,5,"Superbe carte, le sans contact ne fonctionne pas dans certains magasins."
Simple,2021-02-25T05:47:06+00:00,5,"Simple, efficace et économique"
Avec orange bank on est en sécurité,2021-02-25T00:43:30+00:00,5,"Avec orange bank, c'est facile de faire la gestion de son compte. On est averti de toutes opérations sur le compte à la seconde près. Merci orange bank"
Je me suis trompé de code…,2021-02-24T23:06:36+00:00,5,"Je me suis trompé de code lors d'un achat,je pensais ma carte totalement bloquée,j'ai contacté Orange Bank,j'ai eu la solution pour me servir de carte bancaire."
virement délai long,2021-02-24T17:22:38+00:00,1,virement délai longpaiement carte compliqué pour l'essencepas de découvert même pour un euroaprès à vouloir tout faire on ne peut pas être bon partout!
Très bien,2021-02-24T17:04:52+00:00,4,Très bon service
Au top,2021-02-24T16:59:38+00:00,5,Extrêmement sérieuse avec ses clients
une banque en ligne avec une carte…,2021-02-24T16:55:08+00:00,5,"une banque en ligne avec une carte bancaire gratuite , la possibilité de bloquer et débloquer celle-ci sois même depuis l'application mobile , le solde de son compte en temps réel , la possibilité d'envoyer de l'argent par sms , que du bonheur, je recommande"
Bonne impression au premiers abords.,2021-02-24T16:04:29+00:00,4,Date de l'expérience:24 février 2021
Parfait,2021-02-24T15:41:44+00:00,5,Pour l instant tout est ok
Ravie de ma banque,2021-02-24T15:01:40+00:00,5,"Ravie de ma banque, carte premium très abordable avec plein d'avantages, service client très réactif et efficace"
Impossible de l'alimenter directement…,2021-02-24T14:12:33+00:00,1,Impossible de l'alimenter directement sans passer par ma banque principale Impossible de l'enregistrer la SG
Contente,2021-02-24T13:06:58+00:00,4,Repond àmes attentes
CHAT UNIQUEMENT PAS OK,2021-02-24T12:50:26+00:00,2,Date de l'expérience:19 février 2021
J'ai rien que du positif mon compte se…,2021-02-24T12:41:47+00:00,5,J'ai rien que du positif mon compte se remet a jour appres chaque opération que du bon
Super simple,2021-02-24T10:59:49+00:00,5,"Super simple, paiement avec le mobile, envoi d-une somme par SMS, gratuit.Je recommande bien."
Il y a 3 semaines environ avec un…,2021-02-24T10:45:50+00:00,4,Il y a 3 semaines environ avec un interlocuteuravec qui sa c'est très bien passé
Tout va bien avec cette banque…,2021-02-24T10:44:26+00:00,4,Tout va bien avec cette banque dématérialisée.
Prise de tête avec l’IA et pas de…,2021-02-24T10:35:13+00:00,1,Prise de tête avec l’IA et pas de réponse à mes questions
Simple et pratique 👍🏼,2021-02-24T10:26:24+00:00,4,Date de l'expérience:24 février 2021
Déjà mentionné l'assistant virtuel…,2021-02-24T10:22:14+00:00,4,Déjà mentionné l'assistant virtuel agacant.
Pas de frais,2021-02-24T09:41:28+00:00,5,"Pas de frais, une bonne gestion de son compte permet de n'avoir aucuns frais bancaires, une CB, un assurance et un chéquier gratuit, en fait, presque tout est gratuit. Je n'ai plus qu'une seule banque, c'est celle-ci. Les seuls petits bémols sont que les envois de chèques par la poste sont fastidieux et qu'on ne peut y déposer du liquide."
Depuis que j'y suis aucun problème à…,2021-02-24T09:37:13+00:00,5,Depuis que j'y suis aucun problème à signaler. Tout roule 👍🏽
Rien à redire des services proposés,2021-02-24T09:31:16+00:00,5,Date de l'expérience:24 février 2021
Réception nouvelle carte Mastercard,2021-02-24T09:12:26+00:00,3,"De grosses difficultés pour la réception de ma nouvelle carte Mastercard, aucune réponse du service clients pendant près de 2 semaines..."
Depuismon inscription pas de…,2021-02-24T09:08:57+00:00,5,"Depuismon inscription pas de soucis,bien renseignee sur l utilisation de la carte,facile à gérer, service très cordial.bref très satisfaite."
Vous m avez prélevé des frais suite à…,2021-02-24T08:53:17+00:00,1,Vous m avez prélevé des frais suite à une erreur de prélèvement sur saisie par rapport à un PV envoyé par erreur qui a d ailleurs été remboursé en suivant. Je vous ai demandé avant que ce soit débiter d annuler les frais et m’avez répondu que vous ne pouviez pas. Mais c est tout simplement que vous ne voulez pas car ce sont de frais de banque que vous pouvez bien évidemment rembourser. Avec une banque traditionnelle le simple appel après de mon conseiller aurait réglé de problème. J espère que vous allez prendre conscience qu il est important d écouter les demandes des clients surtout quand elles sont justifiée. Nicolas Boucau - client actuellement déçu de orange bank!
NEW ACTION RECHERCHE DIFFICILE,2021-02-24T08:50:00+00:00,3,"Bjr, l'ergonomie de départ du site ORANGE BANQUE estsimple et facile d'accès, mais dès que l'on fait une nouvelle demande on ne sait jamais où trouver la réponse ou la confirmation car la recherche n'est pas intuitive pour moi et reste difficile. Les confirmations sont réalisables à taton sur plusieurs jours. Donc pas simple d'adhérer à ce mode de fonctionnement. Trop compliqué toutes ces vérifications par codes. Comment font les mals voyants ?"
Votre appli est au top pas de frais de…,2021-02-24T08:34:40+00:00,5,Votre appli est au top pas de frais de tenu de compte un service en ligne compétant même si parfois djingo déraille un peu.
Rien à redire très bien,2021-02-24T08:15:39+00:00,5,Date de l'expérience:24 février 2021
Une demande de prêt complètement…,2021-02-24T07:37:31+00:00,5,Une demande de prêt complètement dématérialisée et donc sans frais. Réponse favorable sous 48h. Merci OB
Avoir une banque c’est important,2021-02-24T07:35:30+00:00,5,Avoir une banque c’est important ! Moi j’aime Orange Bank car je suis libre de gérer mon argent comme je l’entends. Merci Orange
Prestation rodée,2021-02-24T07:16:13+00:00,5,"Prestation rodée, conseiller client au TOP. Je recommande Orange Bank"
Encore,2021-02-24T06:51:03+00:00,5,Très bonne Appli et banque...Continuez comme ça...
Aucun frais,2021-02-24T06:48:43+00:00,5,"Aucun frais, application simple a utiliser et fonctionnelle.Service client joignable"
Fiable et économique,2021-02-24T06:47:30+00:00,5,"C'est un peu le ""Sosh"" de la banque : la qualité ""Orange"" mais avec un prix très compétitif. Ici c'est la qualité de l'application, du site, des fonctionnalités, de la fiabilité, de la réactivité, etc. Tout cela pour 0 € (si vous utilisez au moins 2 fois votre carte bancaire dans le mois) !"
Très bien continuez ainsi,2021-02-24T06:31:48+00:00,5,Date de l'expérience:24 février 2021
Très belle expérience avec Orange bank,2021-02-24T06:17:22+00:00,5,Date de l'expérience:24 février 2021
Les services sont efficaces !,2021-02-24T06:03:14+00:00,5,"Les services sont efficaces, l'engagement est tenu."
Un service client qui ne sert à rien…,2021-02-24T05:33:29+00:00,1,Un service client qui ne sert à rien depuis deux semaine j attend mes code app et je paye des frais sur ma carte sans l utiliséc'estnuuuul
Je n ai pas eu de pb avec orange bank…,2021-02-24T05:19:11+00:00,5,Je n ai pas eu de pb avec orange bank jusqu ici . Donc tout va bien .
Vraiment rien a dire de Orangebank,2021-02-24T02:30:58+00:00,5,Vraiment rien a dire de Orangebank. Client depuis bientôt 3 ans j’ai aucun regret d’avoir quitter mes banques traditionnelles avec des frais monstrueux et un service lent payant et chers !Je recommande sans hésiter une seule seconde OrangeBank
Très bon,2021-02-23T22:11:24+00:00,5,Très bon. Expérience : paiement en boutique orange
Pratique et pas cher.,2021-02-23T21:35:41+00:00,5,Date de l'expérience:23 février 2021
Long,2021-02-23T21:28:55+00:00,1,"Long, très long, trop long délai de réponse,très compliqué d avoir quelque par chat ou au téléphone.J abandonne, même.la résiliation est longue...."
Super,2021-02-23T20:13:39+00:00,5,Pas de frais si utilisation de la carte 3 fois par mois et carte gratuite ! Le service client répond bien à mes demandes depuis maintenant 3 ans que j’y suis même si les demandes prennent parfois un peu de temps à être traitées
Depuis le début il y a 3 ans le Top,2021-02-23T14:28:52+00:00,5,Depuis le début il y a 3 ans très satisfait de Orange Bank
nouvelle carte super,2021-02-23T12:41:48+00:00,4,Date de l'expérience:23 février 2021
Il n'y a rien à redire,2021-02-23T12:41:23+00:00,4,"Il n'y a rien à redire, que demander de plus ?Continuez et faites le savoir !"
Application très intuitive,2021-02-23T12:19:59+00:00,5,Application très intuitive accord de prêt trèsrapide system de carte au jour le jour a conseiller
Service client désastreux,2021-02-22T12:55:31+00:00,1,"Service client désastreux, il faut être très chanceux pour avoir quelqu'un au chat pour qu'au final celui-ci met fin à la discussion.Pire banque de France."
Je suis bien content d’être parti de…,2021-02-22T11:46:38+00:00,2,Je suis bien content d’être parti de chez vous...
Votre argent est perdu!,2021-02-20T15:51:39+00:00,1,"Impossible de se connecter. Le chat vous dit d'envoyer un mail et la réponse du mail est d'aller sur le chat.Bravo orange!Cela fait des semaines que je ne peux accéder à mon argent.Heureusement que j'ai une autre banque sinon vous imaginez, plus de course, de carburant ...Boycottez orange!"
Ubuesque,2021-02-19T15:54:39+00:00,1,"UbuesqueJ'ai ouvert un compte Oarnge Bank dans une boutique Orange au mois de septembre 2020.J'ai fourni tous les documents nécessaires à son ouverture (passeport, carte d'identité, justifiactif de domicile,...)Lundi de cette semaine j'ai reçu ma nouvelle carte MasterCard Orange Bank.Mercredi de cette semaine mon compte a été fermé par Orange Bank. Raison invoquée: je n'aurais pas fourni mon acte de naissance.Je n'ai reçu aucun courrier pour m'avertir de cette fermeture (pourtant Orange Bank connait mon adresse car ma nouvelle carte a bien été reçue) et surtout pas un seul appel téléphonique.Je précise que mon compte a toujours été parfaitement alimenté et je n'ai eu aucun incident de paiement depuis son ouverture. Je prends contact avec le service Orange Bank via le Tchat. J'ai eu 3 conseillers et 3 réponses différentes.J'ai essayé de joindre le service client en appelant le 01 43 60 01 52. Les appels coupent systématiquement au bout de 2 minutes!Orange Bank est ma seule banque. Mon salaire est versé sur ce compte. Mes prélèvements (Mutuelle, CPAM, electricité) se font à partir de ce compte.Aujourd'hui je n'ai plus aucun moyen de paiement, aucun guichet où aller retirer de l'argent et surtout aucun réponse du service client.Pas un email, pas un seul appel téléphonique. Tout est normal pour Orange Bank.Pour moi je suis complétement bloqué, aucun moyen de paiement. Mercredi il me restait 20 euros dans mon portefeuille et je ne connais personne pour me prêter de l'argent.Ma demande est en cours de traitement depuis 2 jours maintenant et je me demande comment je vais payer mon pain demain.INADMISSIBLE."
Service clientèle désastreux...,2021-02-19T11:49:36+00:00,1,"Impossible d' avoir un interlocuteur au téléphone.Seuls, les possesseurs d' une ""carte prémium"" ont le droit à ce ""privilège""....! ! ! Honteux.....client de cette banque depuis son existence, je ""divorce"" sans regrets"" en allant voir ...ailleurs."
Très bonne accueil,2021-02-19T10:50:58+00:00,4,"Très bonne accueil. Maria, la conseillère vendeuse a même retardé sa pause déjeuner pour me recevoir.Très pro, rapide et efficace elle m'a ouvert le compte en quelques minutes...👍🏾"
Plus jamais,2021-02-19T08:46:47+00:00,1,"Deux ans que je suis chez Orange bank, première fois que je suis aussi longtemps dans le même établissement. J'étais satisfait jusqu'à présent mais là c'est trop.J'ai eu un débit non reconnu sur mon compte :Impossible de joindre le service téléphonique la communication est systématiquement coupée après quelques secondes, et aucun conseiller en ligne sur le chat.En ce qui concerne le service opposition où j'ai réussi à avoir quelqu'un : on ne peut rien pour vous on ne gère pas les nouvelles MasterCard.Mais qu'est-ce que c'est que ce service client ? Au lancement il était médiocre, il s'est amélioré mais aujourd'hui il n'y en a tout simplement plus.A fuir"
Très déçu je déconseille leurs services…,2021-02-18T13:11:26+00:00,1,Très déçu je déconseille leurs services on arrive à avoir personne en ligne mis à part leur chat en ligne qui ne sert strictement à rien.Il mon pris 50 euros de frais juste parce que j'ai été fiché banque de France pour un chèque impayé avec une autre banque que j'ai vite régulariser même ma propre banque ne me prend pas de frais pour ça. Je trouve cela inadmissible alors que déjà les temps son dur Il ne veulent rien savoir donc je demande ma clôture de compte j'espère que cela va ce faire rapidement
Je suis très satisfaite du service…,2021-02-17T11:08:02+00:00,5,Je suis très satisfaite du service d’Emilie Estraffe de narbonne qui a su me conseiller au mieux
Honteux ! A fuir !,2021-02-16T10:05:55+00:00,1,"Honteux ! Ubuesque ! Orange Bank à fuir !Impossible d'avoir accès à un humain.Le chatbot m'indique que mon compte est ouvert alors que je l'ai fermé en 2019 et me répond en boucle d'essayer d'accéder à mon compte...J'ai viré de l'argent par mégarde sur ce compte et impossible de le récupérer.Je n'accède pas à mon compte et donc je ne peux récupérer cet argent.Comment est-ce possible d'avoir une banque qui ne répond pas à ses clients ?Et malgré la réponse du webmaster, je n ai toujours pas reçu mon argent ! Des mails d echange s enchaînent mais pas de transfert sur mon compte !HONTEUX"
Si vous êtes fichés bancaire passez…,2021-02-15T18:18:55+00:00,1,Si vous êtes fichés bancaire passez votre chemin ils taf avec la Banque de France. Heureusement la majorité des autres banques européennes acceptent contrairement aux représentants du système bancaire français pathétique et en décrépitude que vous representez!
a améliorer,2021-02-15T17:54:08+00:00,4,a voir sur la longueur je laisse une chance au produit
Peu coûteux,2021-02-14T14:11:09Z,5,"Prise en mais facile, peu coûteux, un service client a l'écoute, carte reçu rapidement. Totalement satisfait."
Rapide simple c'est parfait,2021-02-14T12:29:44Z,5,Date de l'expérience:14 février 2021
Très bien reçu et efficace merci,2021-02-14T10:21:56Z,5,Date de l'expérience:14 février 2021
Orange Bank me permet de payer avec mon…,2021-02-13T17:37:14Z,5,"Orange Bank me permet de payer avec mon smartphone, c'est une expérience nouvelle pour moi"
super boutique !,2021-02-12T17:21:22Z,5,A LAON j ai été reçu par une personne très souriante et patiente qui m a proposé plusieurs solutions
Le conseiller rencontré a une grande…,2021-02-12T10:35:18Z,5,Le conseiller rencontré a une grande écoute et beaucoup de patience
Une grosse arnaque tout simplement,2021-02-12T09:25:30Z,1,"Une grosse arnaque tout simplement ! J'ai demandé la résiliation de mon compte en Juin ou Juillet 2020, aucune réponse de leur part, croyant la chose faite je désinstalle l'appli et n'y retourne pas jusqu'à ce qu'en février 2021 je reçois un mail de leur part disant que je vais reçevoir une nouvelle carte bancaire .... Je réinstalle alors l'appli pour vérifier si il ne s'agit pas d'une erreur et découvre alors un découvert de 50€ sur mon compte du aux prélèvement mensuels liés au coût de la carte !Je découvre par la même occasion qu'une société tierce de recouvrement me réclame cette somme pour le compte d'Orange alors qu'ils ne m'ont JAMAIS fait part de la situation de mon compte par eux même !!!! J'ai envoyé deux demande sur leur ""service client"" via l'appli vu que c'est le seul moyen de les contacter et je n'ai aujourd'hui toujours aucune réponse. Orange vous prélève donc de l'argent sur un compte à découvert et en plus des intérêts malgré le fait que vous ayez demander sa cloture sans vous en informer et ce pendant des mois puis il passe par une société de recouvrement pour vous les réclamer. Extrèmement décevant de la part d'Orange chez qui je suis client fidèle depuis des années pour leurs services téléphonique et internet."
À l'image de leur service clients…,2021-02-11T15:50:16Z,1,À l'image de leur service clients purement Lamentable
Service client injoignable...,2021-02-09T12:13:51Z,1,Service client injoignable...Un message d'accueil qui dure plus de 2 min et une ligne qui se coupe brusquement...A FUIR !!!!
Très pratique,2021-02-09T10:43:40Z,5,
Pas d’avis sur la connexion d’orange…,2021-02-08T18:52:20Z,1,Pas d’avis sur la connexion d’orange bank
Une bonne organisation à la boutique de…,2021-02-08T17:12:15Z,4,Une bonne organisation à la boutique de Orange de Auch la personne qui c'est occupé de moi était très bien.Merci pour votre professionnalisme.
"Service clients inexistant, incompétent, irrespectueux",2021-02-08T11:39:45Z,1,"C'est simple depuis le début, à chaque fois que j'ai eu besoin du service clients Orange Bank, ça a été l'horreur. Déjà à l'ouverture, compte inactif avec mon argent dessus, puis promos de bienvenue non appliquée. Des demandes sans réponse, il faut relancer. On me disait que c'étaient les débuts. Et là, zéro sur toute la ligne début 2021, je demande le remboursement de frais, on me balade pour me donner finalement une réponse arbitraire sans aucune écoute, et pour mon remboursement je peux me brosser. Je demande alors à clôturer mon compte et depuis, aucune réponse, impossible de les joindre depuis 2 semaines. Heureusement que ce n'était pas ma banque principale ! Plus jamais Orange Bank : service clients inexistant, incompétent, irrespectueux. Jamais vu ça."
Banque sur mobile,2021-02-07T18:44:14Z,5,"Banque sur mobile, en qui ont peut avoir confiance, application amusante et intuitive.Solde du compte en temps réel. Réponse pour un crédit très rapide. Bravoooo"
Facturation de frais abusive,2021-02-06T13:53:54Z,1,
A fuir absolument!!!!!!,2021-02-04T15:13:59Z,1,"J'ai ouvert un compte chez Orangebank l'année dernière. Devant les problèmes de fonctionnement du site web et occasionnellement de l’application , J'ai voulu fermer le compte alors qu'il restait des fonds dessus (quelques centimes d'euros).Le site fonctionnant toujours aussimal , je n'ai jamais pu terminer la transaction de clôture du compte.J'avais demandé la clôture mais n'avais pas pu charger le RIB demandé pour la restitution du solde (positif à l'époque). Dès le lendemain , je ne pouvais plus me connecter sur le site web ni sur l'application. Après de multiples tentatives, J'ai fini par laisser tomber en raison de la modique somme restant sur le compte.Hier, suite à la réception d'une nouvelle carte (bien sur, jamais demandée),j'ai réessayé de reprendre le problème à la base . Après avoir discuté avec un débile nommé Djingo, qui ne sait que répéter des choses inutiles , et avoir ""tchatté"" avec une certaine Maria , presque une heure sans résultat,celle ci m'affirmant que je n'ai jamais demandé la clôture du compte ,j'ai fini par abandonner. Après avoir désinstallé et réinstallé l'application orangebank en utilisant un nouveau code (réception d'un mail comme si j’étais un nouveau client), je vois que l'on m' a compté des frais pour non utilisation de la carte pendant cette période + des agios. Voulant en finir ,ce matin,cherchant à récupérer un RibOrangebank (pour créditer le compte avant de réessayer de le fermer) ,je réessaie de me connecter sur le site web . Après avoir saisi mon identifianton me dit qu'on m'envoie un code sur mon téléphone mais le code n'arrive jamais.Au bout d'un certain temps, je suis déconnecté du site. En Français l'adjectif est kafkaïen et pour les anglophones , cela se dit "" How to catch 22"". En clair ne faites surtout pas confiance à cette banque , sauf si vous avez envie de perdre du temps et de l'argent. En ce qui me concerne, je vais saisir-le médiateur des banques-l'AFUB-les associations de consommateurs dont je suis membre -et la DGCCRF.Je suis ne train de préparer des courriers en ce sens. Le site d'orangebank ne fonctionnait pas l'année dernière et c'est toujours la même chose .... Il y a d'autres banques en lignes avec 0 frais et un service client d'un tout autre niveau .. A bon entendeur. Ayant été un peu long ,je résume,Pour fermer son compte:1) il faut que le solde soit créditeur ou nul (ça ,c’est normal)2 )il faut charger un RIB d'une autre banque (pour reverser le solde créditeur du compte Orange banque (soit)3) Pour avoir le RIB d'orangebank ou charger le RIB d'une autre banque il faut se connecter sur le site web d'orangeBank (pourquoi pas)4) Pour pouvoir se connecter après avoir saisi son identifiantil faut un codereçu sur son téléphone (ça se complique car le code n'arrive jamais)5) Vous ne pouvez rien faire,à part, par passer des heures à discuter avec la NA (nullité artificielle) DJINGO6 )De guerre lasse vous laissez tomber , ....mais pas eux. 7 les frais tombent .....et on reboucle au point 1J'appelle ça un algorithme bien penséref:_00D58asry._5000840DNCt:ref"
ARNAQUE,2021-02-04T15:05:40Z,1,"Service ""momentanément indisponible"" depuis des années, impossible de récupérer des codes d'accès, aucun numéro, aucune assistance, les conseillers en boutique qui ne peuvent pas nous aider. Horrible"
Très bonne prise en charge bons…,2021-02-04T10:19:31Z,5,Très bonne prise en charge bons conseils très bonnes explications
Très pratique,2021-02-03T10:13:25Z,5,Très pratique pour clients qui ne veulent pas de contact physique à cause de covid-19
Application Orange BANK,2021-02-02T10:35:58Z,4,L'application pour gérer le compte est fluide et pratique.
